IMPORTADOR,PROVEEDOR,DESPACHO,CONOCIMIENTO,FECHA,ITEM,POSICION ARANCELARIA,RUBRO,DESCRIPCION DE LA POSICION,MERCADERIA,DESTINACION,REGIMEN,ADUANA,MEDIO,PAIS ORIGEN,PAIS PROCEDENCIA,VALOR FOB U$S,VALOR FLETE U$S,VALOR SEGURO U$S,VALOR CIF U$S,CANTIDAD,UNIDAD MEDIDA,PRECIO UNITARIO,KGS BRUTO,KGS NETO,SUBITEM,DESCRIPCION SUBITEM,MARCA SUBITEM,CANTIDAD SUBITEM,PRECIO UNITARIO SUBITEM,FOB SUBITEM,DESPACHANTE,ESTADO,FACTURA,VALOR FACTURA,COTIZACION,CANAL,USO,IMPONIBLE U$S,IMPONIBLE GS,AJUSTE A INCLUIR,AJUSTE A DEDUCIR,ACUERDO,DERECHO,ISC,RENTA,IVA,TOTAL,VALOR FINAL,VALOR FINAL POR CANTIDAD
STEVEN S SA,SAMSUNG MEDISON CO.LTD,22DA000000216522,CAKR22018265,2022-07-27,4,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD TRANSDUCTOR LINEAL LA 3 - 16 AD,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"2000,00","281,74","20,20","2301,94","1,00",UNIDAD,"2000,00","2,00","1,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,9101024902 (DOLAR ESTADOUNIDENSE),"30460,00","6888,19",N,NUEVO,"2301,94","15856200,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1597514,00","1743290,00","2555,02","2555,023902"
STEVEN S SA,SAMSUNG MEDISON CO.LTD,22DA000000216522,CAKR22018265,2022-07-27,5,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD TRANSDUCTOR CONVEXO VOLUMETRICO VN 4 - 8,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"2991,90","421,47","30,22","3443,59","1,00",UNIDAD,"2991,90","2,00","1,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,9101024902 (DOLAR ESTADOUNIDENSE),"30460,00","6888,19",N,NUEVO,"3443,59","23720102,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","2389803,00","2607877,00","3822,19","3822,1912"
STEVEN S SA,SAMSUNG MEDISON CO.LTD,22DA000000216522,CAKR22018265,2022-07-27,7,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD ECOGRAFO PORTATIL HM70 EVO,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"5717,39","805,42","57,75","6580,56","1,00",UNIDAD,"5717,39","20,00","15,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,9101024902 (DOLAR ESTADOUNIDENSE),"30460,00","6888,19",N,NUEVO,"6580,56","45328148,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","4566816,00","4983547,00","7304,05","7304,051512"
STEVEN S SA,SAMSUNG MEDISON CO.LTD,22DA000000216522,CAKR22018265,2022-07-27,8,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD CARRO DE TRANSPORTE P/ HM70EVO,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"1678,26","236,42","16,95","1931,63","1,00",UNIDAD,"1678,26","15,00","10,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,9101024902 (DOLAR ESTADOUNIDENSE),"30460,00","6888,19",N,NUEVO,"1931,63","13305434,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1340524,00","1462849,00","2144,00","2144,000594"
STEVEN S SA,SAMSUNG MEDISON CO.LTD,22DA000000216522,CAKR22018265,2022-07-27,9,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD TRANSDUCTOR CONVEXO C2-8,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,COREA DEL SUR,"1217,39","171,50","12,30","1401,19","1,00",UNIDAD,"1217,39","2,00","1,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,9101024902 (DOLAR ESTADOUNIDENSE),"30460,00","6888,19",N,NUEVO,"1401,19","9651663,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","972406,00","1061139,00","1555,24","1555,241935"
RECAUCHUTADORA INDUSTRIAL DEL PARAGUAY SRL,MINDRAY ANIMAL MEDICAL TECHNOLOGY CO.LIMITED.-,22DA000000226217,41000853,2022-07-15,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"LOS DEMAS INSTRUMENTOS Y APARATOS DE MEDICINA,CIRUGIA,ODONTOLOGIA O VETERINARIA DE DIAGNOSTICO POR EXPLORACION ULTRASONICA:(37)-UNDS.ECOGRAFOS DIGITAL DE USO VETERINARIO.-",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,HONG KONG,HONG KONG,"52010,00","8228,65","133,33","60371,98","37,00",UNIDAD,"1405,68","253,60","202,59",1,"UNDS.SISTEMA DIGITAL DE ULTRASONIDO-ECOGRAFOS P/DIAGNOSTICO POR IMAGENES ,MOD.1155B-CTO-S01-DP-30VET,CON TODOSSUS ACCESORIOS DE NORMA",MINDRAY,"15,00","1392,00","20880,00",QUINTANA ORTIZ RAMON EMILIANO,CANC,PY-300002427 (DOLAR ESTADOUNIDENSE),"63390,00","6867,71",V,NUEVO,"60371,98","414617251,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","42047246,00","45815958,00","67043,19","1811,978196"
RECAUCHUTADORA INDUSTRIAL DEL PARAGUAY SRL,MINDRAY ANIMAL MEDICAL TECHNOLOGY CO.LIMITED.-,22DA000000226217,41000853,2022-07-15,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"LOS DEMAS INSTRUMENTOS Y APARATOS DE MEDICINA,CIRUGIA,ODONTOLOGIA O VETERINARIA DE DIAGNOSTICO POR EXPLORACION ULTRASONICA:(37)-UNDS.ECOGRAFOS DIGITAL DE USO VETERINARIO.-",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,HONG KONG,HONG KONG,,,,,"37,00",UNIDAD,,,,2,"UNDS.SISTEMA DIGITAL DE ULTRASONIDO ECOGRAFOS P/DIAGNOSTICO POR IMAGEN,MOD.PR2D-30-91116-65C-15EAV, CON TODOS SUS ACCESORIOS DE NORMA.-",MINDRAY,"5,00","880,00","4400,00",QUINTANA ORTIZ RAMON EMILIANO,CANC,PY-300002427 (DOLAR ESTADOUNIDENSE),,,V,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
RECAUCHUTADORA INDUSTRIAL DEL PARAGUAY SRL,MINDRAY ANIMAL MEDICAL TECHNOLOGY CO.LIMITED.-,22DA000000226217,41000853,2022-07-15,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"LOS DEMAS INSTRUMENTOS Y APARATOS DE MEDICINA,CIRUGIA,ODONTOLOGIA O VETERINARIA DE DIAGNOSTICO POR EXPLORACION ULTRASONICA:(37)-UNDS.ECOGRAFOS DIGITAL DE USO VETERINARIO.-",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,HONG KONG,HONG KONG,,,,,"37,00",UNIDAD,,,,3,"UNDS.SISTEMA DIGITAL DE ULTRASONIDO ECOGRAFOS PARA DIAGNOSTICO POR IMAGEN,MOD.1117B-CTO-S01-Z50VET,CON TODOS SUS ACCESORIOS DE NORMA.-",MINDRAY,"5,00","3234,00","16170,00",QUINTANA ORTIZ RAMON EMILIANO,CANC,PY-300002427 (DOLAR ESTADOUNIDENSE),,,V,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
RECAUCHUTADORA INDUSTRIAL DEL PARAGUAY SRL,MINDRAY ANIMAL MEDICAL TECHNOLOGY CO.LIMITED.-,22DA000000226217,41000853,2022-07-15,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"LOS DEMAS INSTRUMENTOS Y APARATOS DE MEDICINA,CIRUGIA,ODONTOLOGIA O VETERINARIA DE DIAGNOSTICO POR EXPLORACION ULTRASONICA:(37)-UNDS.ECOGRAFOS DIGITAL DE USO VETERINARIO.-",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,HONG KONG,HONG KONG,,,,,"37,00",UNIDAD,,,,4,"UNDS.SISTEMA DIGITAL DE ULTRASONIDO ECOGRAFO PARA DIAGNOSTICO POR IMAGEN,MOD.PL2A-30-90629-75L50EAV VET.CON TODOS SUS ACCESSORIOS DE NORMA.-",MINDRAY,"12,00","880,00","10560,00",QUINTANA ORTIZ RAMON EMILIANO,CANC,PY-300002427 (DOLAR ESTADOUNIDENSE),,,V,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
GAESA SA,"GUANGDONG BIOLIGHT MEDITECH CO., LTD.",22DA000000228034,42603186,2022-08-11,2,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"ECÂ¿GRAFOS CON ANÂ¿LISIS ESPECTRAL DOPPLE, EN: 130) UNIDADES FETAL DOPPLER MODELO: WF100",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"4810,00","647,22","48,10","5505,32","130,00",UNIDAD,"37,00","87,00","65,00",,,,,,,ARRUA ALAS VICTOR DEJESUS,CANC,CW22052002 (DOLAR ESTADOUNIDENSE),"57125,00","6893,59",V,NUEVO,"5505,32","37951419,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","3816232,00","4160021,00","6108,78","46,99063232"
IMESE SA,ESAOTE S.P.A,22DA000000229634,3804170775,2022-08-18,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LAS DEMAS PARTES DE ECOGRAFOS EN: (1) UNIDAD CARGADOR DE BATERÂ¿A PARA ECÂ¿GRAFO ULTRASOUND SYSTEM MYLAB X7,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"763,96","53,27","7,64","824,87","1,00",UNIDAD,"763,96","1,45","0,50",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,2202403325 (DOLAR ESTADOUNIDENSE),"1595,54","6879,01",V,NUEVO,"824,87","5674289,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","580836,00","632440,00","916,81","916,807648"
IMESE SA,ESAOTE S.P.A,22DA000000229634,3804170775,2022-08-18,2,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LAS DEMAS PARTES DE ECOGRAFOS EN: (1) UNIDAD KB FUNCIONAL ASSY 7410 V3 (TECLADO ECÂ¿GRAFO MYLAB SIGMA),IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"727,58","50,73","7,28","785,59","1,00",UNIDAD,"727,58","1,53","0,50",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,2202403325 (DOLAR ESTADOUNIDENSE),"1595,54","6879,01",V,NUEVO,"785,59","5404081,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","553177,00","602324,00","873,15","873,1496925"
IMESE SA,ESAOTE S.P.A,22DA000000229851,48087970,2022-08-24,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD ECÂ¿GRAFO MYLAB SIGMA,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"6746,78","234,47","68,16","7049,41","1,00",UNIDAD,"6746,78","62,00","60,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,2202403175 (MONEDA COMUN EUROPEA),"32310,19","6886,33",V,NUEVO,"7049,42","48544612,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","4890218,00","5336063,00","7824,30","7824,29762"
IMESE SA,ESAOTE S.P.A,22DA000000229851,48087970,2022-08-24,3,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD ECÂ¿GRAFO MYLAB X5,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"6547,53","227,57","66,13","6841,23","1,00",UNIDAD,"6547,53","62,00","60,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,2202403175 (MONEDA COMUN EUROPEA),"32310,19","6886,33",V,NUEVO,"6841,22","47110923,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","4745793,00","5178471,00","7593,21","7593,212861"
IMESE SA,ESAOTE S.P.A,22DA000000229851,48087970,2022-08-24,5,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS APARATOS DE DIAGNOSTICO EN: (1) UNIDAD ECÂ¿GRAFO MYLAB X6,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"16679,21","579,70","168,47","17427,38","1,00",UNIDAD,"16679,21","62,00","60,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,2202403175 (MONEDA COMUN EUROPEA),"32310,19","6886,33",V,NUEVO,"17427,38","120010676,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","12089463,00","13191668,00","19343,01","19343,01111"
DEZETA SA,MR GLOBAL (HK) LIMITED,22DA000000229895,ASHKG262178,2022-08-29,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,SISTEMA DE DIAGNOSTICO POR ULTRASONIDO CON SUS PARTES Y ACCESORIOS RESONA I9,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,HONG KONG,"96927,00","5571,26","225,84","102724,10","2,00",UNIDAD,"48463,50","339,00","270,00",,,,,,,SCHAERER AYALA EDUARDO WASHING,CANC,30275809 (DOLAR ESTADOUNIDENSE),"103254,00","6871,67",N,NUEVO,"102724,10","705886116,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","70993763,00","77397100,00","113987,32","56993,65775"
DYSA HEALTHCARE S.A.,PHILIPS MEDICAL NEDERLAND B.V,22DA000000252612,271204302261,2022-04-08,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,AFFINITI 70 UPGRADE.-,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ESTADOS UNIDOS DE AMERICA,ESTADOS UNIDOS DE AMERICA,"3921,06","120,00","39,21","4080,27","1,00",UNIDAD,"3921,06","1,36","1,36",,,,,,,SCHAERER AYALA EDUARDO WASHING,CANC,7203216579 (DOLAR ESTADOUNIDENSE),"3921,06","6865,78",V,NUEVO,"4080,27","28014236,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","2836028,00","3089540,00","4530,26","4530,261115"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000264300,276090481253,2022-08-26,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"TRANSDUCTORES, DETALLADOS EN EL SUBITEM",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,COREA DEL SUR,"10254,51","120,00","102,55","10477,06","2,00",UNIDAD,"5127,25","2,77","2,00",1,TRANSDUCTOR 12L-RS PARA ECÂ¿GRAFO VOLUSON S8T,GE,"1,00","5042,05","5042,05",GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,903225751 (DOLAR ESTADOUNIDENSE),"10477,06","6871,67",R,NUEVO,"10477,06","71994899,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","7256102,00","7906320,00","11627,63","5813,813737"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD, LLC",22DA000000264300,276090481253,2022-08-26,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"TRANSDUCTORES, DETALLADOS EN EL SUBITEM",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,COREA DEL SUR,,,,,"2,00",UNIDAD,,,,2,TRANSDUCTOR 12L-RS PARA ECÂ¿GRAFO VOLUSON S10,GE,"1,00","5212,46","5212,46",GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,903225751 (DOLAR ESTADOUNIDENSE),,,R,NUEVO,,,,,SIN ACUERDO,,,,,,#DIV/0!,#DIV/0!
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS, ULTRASOUND AND PCD,LLC",22DA000000290372,4431700416,2022-02-10,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,ECOGRAFO VOLUSON SWIFT+(),IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,COREA DEL SUR,ESTADOS UNIDOS DE AMERICA,"31843,52","2783,33","318,43","34945,28","2,00",UNIDAD,"15921,76","123,00","123,00",,,,,,,TALAVERA FLORENTIN JOSE DANIEL,CANC,873909523 (DOLAR ESTADOUNIDENSE),"66270,00","6963,27",R,NUEVO,"34945,28","243333420,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","24466688,00","26669664,00","38775,33","19387,66441"
IMESE SA,SOMO INTERNATIONAL CO.LTD,22DA000000291750,47832260,2022-02-03,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LOS DEMAS MONITORES PARA CONTROL FISIOLOGICO EN: (5) UNIDADES MONITOR PACIENTE PM15,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"4550,00","1073,60","45,50","5669,10","5,00",UNIDAD,"910,00","27,00","25,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,PI-SMPY20211201 (DOLAR ESTADOUNIDENSE),"27500,00","7037,83",V,NUEVO,"5669,10","39898162,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","4019399,00","4385968,00","6292,30","1258,459782"
MEDICALTECH S.A DE SERVICIOS MEDICOS,BIO ANALITICA ARGENTINA S.A.-,22DA000000302009,0012022ENSA11053,2022-09-09,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,01. UNIDAD DE SISTEMA ECOGRÂ¿FICO BK 5000 DEMO CON TODAS SUS PARTES Y ACCESORIOS.-,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,PAKSA,CAMION,ESTADOS UNIDOS DE AMERICA,ARGENTINA,"21090,99","500,00","210,91","21801,90","1,00",UNIDAD,"21090,99","160,00","140,00",,,,,,,CACAVELOS BENITEZ LUIS LEANDRO,CANC,0007-00000067 (DOLAR ESTADOUNIDENSE),"21090,99","6922,66",V,NUEVO,"21801,90","150927141,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","15190400,00","16567190,00","24195,08","24195,08268"
RECAUCHUTADORA INDUSTRIAL DEL PARAGUAY SRL,MINDRAY ANIMAL MEDICAL TECHNOLOGY CO.LIMITED.-,22DA000000304659,ASHKG262812,2022-09-05,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"LOS DEMAS APARATOS DE DIAGNOSTICO POR EXPLORACION ULTRASONICA:(3)-UNIDADES SISTEMA DIGITAL DE ULTRASONICO(ECOGRAFO),P/DIAGNOSTICO POR IMAGENES MOD.1116B-CTO-S01-Z60 C/SUS ACCESORIOS P/USO VETERINARIO.",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,HONG KONG,HONG KONG,"10197,00","1505,60","24,44","11727,04","3,00",UNIDAD,"3399,00","42,42","35,46",,,,,,,QUINTANA ORTIZ RAMON EMILIANO,CANC,PY-300002806/2807 (DOLAR ESTADOUNIDENSE),"23990,00","6919,64",V,NUEVO,"11727,04","81146895,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","8234538,00","8976757,00","13024,33","4341,442236"
FACULTAD DE CIENCIAS MEDICAS,POLARES MEDICAL,22DA000000305963,04306654,2022-09-01,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,EN:(01) UNA UNIDAD ECOGRAFO PHILLIPS EQIP 7G ULTRASON SYSTEM,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ESTADOS UNIDOS DE AMERICA,ESTADOS UNIDOS DE AMERICA,"65000,00","2728,00","650,00","68378,00","1,00",UNIDAD,"65000,00","162,00","162,00",,,,,,,CODAS JACQUET HORACIO,CANC,SIN NUMERO (DOLAR ESTADOUNIDENSE)  - O-00236513 (DOLAR ESTADOUNIDENSE),"130000,00","6890,18",R,NUEVO,"68378,00","471136728,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","0,00","2377388,00","68723,04","68723,04004"
TECHMED SOCIEDAD DE RESPONSABILIDAD LIMITADA,"VINNO TECHNOLOGY(SUZHOU)CO,LTD",22DA000000306558,47798822,2022-09-05,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,1 UNIDAD DE PORTABLE VINNO 5 COLOR ULTRASONIC SYSTEM(INCLUIDO EL PROBE G1-4P G3 10P),IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"8275,00","1076,29","16,56","9367,85","1,00",UNIDAD,"8275,00","11,00","7,00",,,,,,,DELVALLE MARCIAL,CANC,CI/PY2022072901 (DOLAR ESTADOUNIDENSE),"11315,00","6919,64",V,NUEVO,"9367,85","64822150,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","6533016,00","7130479,00","10398,32","10398,31965"
TECHMED SOCIEDAD DE RESPONSABILIDAD LIMITADA,"VINNO TECHNOLOGY(SUZHOU)CO,LTD",22DA000000306558,47798822,2022-09-05,3,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,1 UNIDAD DE VINNO Q5-3C COLOR ULTRASONIC  SYSTEM,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"1600,00","208,10","3,20","1811,30","1,00",UNIDAD,"1600,00","1,00","0,80",,,,,,,DELVALLE MARCIAL,CANC,CI/PY2022072901 (DOLAR ESTADOUNIDENSE),"11315,00","6919,64",V,NUEVO,"1811,30","12533544,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1263177,00","1378698,00","2010,54","2010,54418"
SOLUMEDIC SA,"GENERAL ELECTRIC MEDICAL SYSTEMS (CHINA) CO., LTD.",22DA000000310064,7760254854,2022-09-07,1,9018.12.10.000V,BIENES DE CAPITAL,EC?GRAFOS CON AN?LISIS ESPECTRAL DOPPLER,"PROBE 3SC-RS, ITEM NRO H45041DL",IM04,IMPORTACION MENOR A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,CHINA,CHINA,"2116,12","120,00","21,16","2257,28","4,00",UNIDAD,"529,03","4,20","3,20",,,,,,,GONZALEZ RETAMOZO RUBEN EFIGEN,CANC,USP-22-1741 (DOLAR ESTADOUNIDENSE),"2116,12","6912,68",V,NUEVO,"2257,28","15603854,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1578556,00","1719717,00","2506,06","626,5142937"
IMESE SA,ESAOTE S.P.A,22DA000000311015,7071285491,2022-09-07,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,"LAS DEMAS PARTES DE APARATO DE DIAGNOSTICO EN: (1) UNIDAD PROCESSOR BOARD SPARE X5-X6-X7 FOR ULTRASOUND SYSTEM, MYLAB SIGMA.",IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"1742,35","97,13","17,41","1856,89","1,00",UNIDAD,"1742,35","2,88","1,50",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,2202403537 (MONEDA COMUN EUROPEA),"1856,00","6905,93",V,NUEVO,"1856,89","12823575,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1309487,00","1425984,00","2063,38","2063,376889"
IMESE SA,ESAOTE S.P.A,22DA000000311017,4613415321,2022-09-07,1,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LAS DEMAS PARTES DE APARATOS DE DIAGNOSTICO EN: (11) UNIDAD POWER SUPPLY FOR ULTRASOUND SYSTEM MYLAB ALPHA / MYLAB GAMMA,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"2017,80","115,36","20,38","2153,54","11,00",UNIDAD,"183,44","11,24","9,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,1220120855 (MONEDA COMUN EUROPEA),"2800,00","6905,93",V,NUEVO,"2153,54","14872190,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","1510733,00","1645523,00","2391,82","217,4378922"
IMESE SA,ESAOTE S.P.A,22DA000000311017,4613415321,2022-09-07,2,9018.12.90.000Y,BIENES DE CAPITAL,LOS DEM?S,LAS DEMAS PARTES DE APARATOS PARA DIAGNOSTICO EN: (3) UNIDADES POWER SUPPLY FOR ULTRASOUND SYSTEM MYLAB ALPHA / MYLAB GAMMA,IC04,IMPORTACION A CONSUMO CON DOCUMENTO DE TRANSPORTE,AEROP. PETTIROSSI,AVION,ITALIA,ITALIA,"582,35","33,30","5,89","621,54","3,00",UNIDAD,"194,12","6,00","5,00",,,,,,,CUBILLA RUIZ ROQUE MARTIN,CANC,1220120855 (MONEDA COMUN EUROPEA),"2800,00","6905,93",V,NUEVO,"621,54","4292298,00","0,00","0,00",SIN ACUERDO,"0,00","0,00","0,00","436016,00","474918,00","690,31","230,1031979"
